25110 	-343090093.878 	9840817.46288 	-7664306.12413 	4882063.33882 	32.4257261217 	19.370785674 	
25129 	-300270129.395 	68827819.9469 	-4861253.68484 	6921246.49406 	27.0643972988 	24.3746886406 	
25113 	-260842023.782 	-4154708.63952 	-4816826.81574 	3090293.84289 	37.9702486978 	25.2228155694 	
CAN43 	-46724287.3208 	1384494.53749 	-1115994.65072 	538181.578196 	34.4536079922 	15.3744487711 	
25142 	-277158250.159 	5865832.76931 	-6562825.36134 	4092611.23122 	30.8081469078 	18.3183200313 	
CAN98 	-318408039.432 	6413486.57988 	-5626884.34343 	5096791.05795 	31.6509662215 	27.5294222484 	
CANA6 	-238249282.167 	4591455.31526 	-4327392.59175 	3636083.67524 	32.7942828919 	26.4943147445 	
25145 	-275600751.07 	8341453.06253 	-6562825.36134 	4092611.23122 	30.8066450206 	17.9401647709 	
CAN47 	-122146205.967 	8763335.92392 	-3103000.70195 	2702969.27404 	23.7800392631 	17.8902246155 	
CAN46 	26714205.9664 	-54886728.4878 	-479843.066064 	-2002571.99495 	22.8970621959 	18.8263905564 	
CAN52 	-58814231.8066 	-1252769.94571 	-1315177.78995 	821025.95093 	31.7511313142 	20.7738245999 	
25105 	-300449786.994 	-5933165.47942 	-7222755.89105 	5937537.92556 	24.4198647526 	20.8960458947 	
25115 	-310093344.865 	35446983.6495 	-6038409.58264 	5800516.34904 	29.6409848196 	22.6029770803 	
CAN53 	-187310449.241 	15792562.9472 	-4605875.65931 	4288084.5112 	23.4951299739 	18.4452526006 	
CAN49 	-71391785.2422 	-424152.102777 	-1588682.94676 	1159708.4303 	29.1888788918 	21.5743116615 	
CAN48 	-29742334.7451 	-202610.257326 	-548065.358101 	445524.590438 	32.4945317662 	26.7846215729 	
94108 	-354016213.715 	2575184.70871 	-8624531.84295 	4958960.20361 	30.9778268314 	17.5131390889 	
CAN42 	-141615864.066 	-5680888.6785 	-3052615.44634 	1798075.93311 	33.6280781444 	21.6688698034 	
25118 	-351035251.82 	-10183265.7443 	-8664437.19118 	5672345.15853 	27.8211312825 	19.3889483382 	
25101 	-245294420.718 	21808383.474 	-5169756.80924 	4518919.52379 	28.9872585135 	21.1195050352 	
CAN44 	-87031385.3323 	2379862.68526 	-1896259.71649 	902258.272551 	37.9107154285 	16.7832463305 	
25119 	-334867898.999 	8942205.55894 	-8242233.54275 	5752528.2507 	27.8294682301 	18.3381841649 	
CAN05 	-157223815.261 	6998509.66441 	-3683163.36322 	3053689.68663 	26.2312611819 	19.8480531176 	
CAN50 	-117320722.68 	4962614.30112 	-2043636.9069 	1976188.42347 	30.8803569989 	27.4328524422 	
CAN45 	-84134718.91 	2927334.0691 	-2240502.92861 	1347497.92873 	28.1538631488 	15.6259283407 	
CAN04 	-178197891.474 	-4762212.89415 	-4367426.12325 	2648143.61642 	29.349978346 	18.8864489897 	
CAN51 	-99577748.8049 	4560304.92555 	-1806047.35239 	1488606.82329 	34.0706278018 	25.5571727027 	
CAN03 	-150821675.746 	8713261.62653 	-3716520.10707 	3313942.62625 	23.7714571942 	18.8520394452 	
CANA4 	-53250214.2442 	-19301302.8531 	-310953.273389 	5554.65840265 	170.0852081 	65.1096798655 	
16903 	-192277475.446 	-4386279.52637 	-2385870.17905 	1905477.6056 	48.3085317004 	40.4200973246 	
26005 	-182575772.409 	-22943420.5682 	-2386788.99535 	1502735.4572 	50.4454035901 	41.3733754379 	
CAN39 	-122400282.905 	-12159343.2182 	-1466157.21537 	-71132.9659562 	83.6891089553 	4.23303082024 	
16914 	-22992821.8018 	-2657580.33238 	-244970.815216 	166785.432358 	59.0850280633 	51.0758894802 	
CAN93 	-30121763.7456 	-7374991.6887 	-446925.510785 	62834.779609 	63.8162845235 	25.4737614826 	
CAN69 	-16892879.2004 	-26159377.5752 	-358459.200311 	-103301.206275 	62.9307477131 	54.8418213497 	
16801 	-224387140.384 	4160913.41108 	-3194071.0382 	1805466.2738 	53.7982252545 	29.1070445097 	
CAN37 	-62441292.9562 	-31032223.5683 	-1074594.36053 	273386.769955 	47.6743214284 	41.0068709942 	
CANA5 	-43005254.2452 	2756353.88468 	-423990.60605 	557315.39244 	40.3165844402 	46.4932451643 	
16895 	-175454363.851 	-3163544.36332 	-1999478.89463 	1149647.54665 	65.2643034274 	39.1074348883 	
16603 	-234849719.445 	-57513357.6653 	-2815203.28574 	1171592.29367 	63.8597139394 	47.0058084483 	
CANA7 	-15998900.9419 	-7029291.43379 	-184943.20902 	-105850.848959 	81.5475800725 	-8.6653041001 	
CAN86 	-101127454.578 	5039395.10896 	-1300942.93872 	979807.254099 	51.4608789499 	34.8841951769 	
CAN38 	40697145.1604 	-110513155.872 	-488874.571569 	-1467363.57389 	59.4724118029 	47.5490166461 	
CAN40 	-12952293.4551 	-1485849.28674 	-152759.345681 	74449.2175578 	64.6844258423 	41.2515132922 	
17901 	-116849442.553 	-4663392.45602 	-1034671.73857 	628282.332076 	80.5105802068 	53.3954543126 	
CAN79 	-64893133.3331 	-6167808.67648 	-1211728.61157 	411515.457091 	46.4663336714 	20.8705340249 	
CAN80 	-56627537.9984 	-3847223.90535 	-1065822.60761 	482260.189914 	42.7455562029 	22.9510087168 	
CAN81 	-93404963.5132 	-10061764.9927 	-1006254.54134 	328694.112248 	80.9235187918 	36.4329775976 	
14636 	-386234620.23 	-16731769.8475 	-6267401.92472 	4006894.64922 	42.5340661671 	29.8626598757 	
14673 	-328011646.316 	-22247829.5393 	-4736396.95803 	2519019.72775 	52.036380195 	32.3723917505 	
CAN82 	-73187847.0671 	-4901455.80188 	-849065.555584 	450961.032321 	64.8407767122 	40.2114055623 	
14642 	-265142897.156 	-34361660.7377 	-1335042.39005 	173798.517109 	191.998087081 	50.7329535491 	
14633 	-387266082.311 	-26422298.94 	-4448277.5483 	2239527.71146 	67.0691657673 	39.7065048982 	
CAN84 	-8283532.49237 	-36326515.182 	-345976.007153 	-499307.891512 	56.9202629777 	22.8506559033 	
14646 	-375389347.467 	-48395568.8804 	-5532123.76286 	1227545.14215 	62.8219683254 	22.6879181123 	
14675 	-115613406.059 	-8345930.33049 	-1919647.65743 	1148215.50314 	42.4415650286 	29.7335779577 	
14647 	-394160747.215 	-9111907.86359 	-4167365.62087 	1415257.71492 	84.1365747132 	30.7596827337 	
CAN85 	-115593112.326 	-27517329.2416 	-683430.757022 	243821.967952 	137.297029375 	89.245853382 	
CAN06 	-163295856.361 	9242107.21618 	-790405.077307 	882638.079097 	97.7548590676 	97.4690775977 	
14522 	-230840281.439 	-58869647.8431 	-1883876.75678 	518718.590078 	105.90137278 	60.408759867 	
CAN87 	-80054383.4252 	-14918478.9455 	-1198570.38218 	541443.591308 	50.8016801682 	35.3961050024 	
CAN88 	-164405667.69 	-28311201.5771 	-1382376.25289 	381325.483527 	105.270145117 	49.5186389537 	
CAN95 	-41131221.4266 	-6448988.97548 	-331974.031654 	157411.969919 	93.6350155109 	63.8250561796 	
15503 	-252284213.274 	-46009270.7384 	-3144122.29968 	1577568.7455 	58.2363297884 	43.8536008856 	
CAN83 	-146816935.517 	-8379103.51418 	-2176766.92161 	1802780.39726 	38.1156652461 	35.4164136194 	
CAN89 	-49582468.2167 	95241956.5276 	148855.071709 	1620861.64529 	55.4828224068 	35.6855675453 	
15504 	-143011284.811 	-24703987.6823 	-887644.170491 	334482.416651 	131.897439029 	77.5326016063 	
14523 	-265290063.002 	-46700510.9283 	-5027274.50004 	2105133.06661 	41.5880187266 	26.7040966876 	
14509 	-349994467.564 	-79619191.0554 	-5126332.56622 	2068284.70742 	53.3268393866 	37.0468117315 	
15601 	-324075030.713 	-39776573.5829 	-5140951.37879 	3817587.80676 	36.9287662542 	35.1599087476 	
15642 	-116077077.35 	-14514236.5481 	-989611.68918 	582431.946476 	80.7076032654 	62.1667303308 	
CAN90 	-172142304.533 	-24931356.7913 	-1045415.26567 	219615.798794 	152.906122524 	55.9700618033 	
CAN91 	-89209803.4475 	-12633426.2157 	-897730.510792 	184839.041074 	92.5515417471 	33.1286105181 	
CAN92 	-81925882.594 	-17108840.9049 	-768371.350446 	241730.288302 	90.6461653272 	50.7837317987 	
14506 	-356439707.983 	-93116884.7965 	-4132963.01272 	644302.939959 	80.7679179241 	35.1215075777 	
14521 	-357167509.198 	-93109104.5114 	-4132963.01272 	644302.939959 	80.9401230348 	35.1464707757 	
14503 	-350770497.08 	-54536340.5333 	-3618517.59028 	1025003.30447 	85.7850279533 	39.3714481428 	
CAN94 	-84683646.6581 	-18871310.7195 	-654890.502467 	330272.607188 	91.5043789283 	74.9632195494 	
15628 	-278929911.014 	-2429814.51006 	-4372935.99369 	3747528.49527 	36.5017539956 	31.8370033169 	
26325 	-96717708.3762 	20077471.3668 	-2726526.03288 	2260585.83146 	24.6401031235 	13.0655626282 	
CAN24 	45254419.9469 	29584553.929 	2171203.4567 	-235866.637784 	19.1369358606 	15.704801198 	
CAN58 	-68731211.6246 	-22171105.9261 	-2364647.13323 	611561.289921 	24.97099863 	15.8342450054 	
CAN28 	-117759237.018 	-86927193.7857 	-4725054.03334 	464374.818179 	22.8931329922 	20.6469994984 	
CAN29 	-60569004.5158 	14074105.5741 	-2031451.73957 	1443815.71704 	23.0806942935 	9.47606247888 	
CAN30 	-255340002.808 	24160158.7182 	-4470169.17311 	2695870.94725 	44.2766902046 	21.2976467686 	
CAN31 	-205467846.636 	5335172.91197 	-5153678.81913 	3638648.64559 	27.0935558034 	18.0936299077 	
26316 	-237264733.544 	99454545.4405 	-3924731.29383 	6072118.96346 	29.3663372709 	20.0934387823 	
14997 	-311687347.616 	13985015.1187 	-6820308.59111 	4971822.86741 	30.8179327397 	20.4149542126 	
15901 	-283120381.572 	-16178446.6407 	-3282438.8234 	2265489.10048 	56.1188098539 	43.6611332022 	
25009 	-329895690.088 	15402574.3077 	-6713544.95568 	4360914.58136 	35.6056348728 	20.8340837681 	
CAN96 	-124294145.511 	-778990.018872 	-1979567.0672 	1505961.68783 	39.5815497195 	30.5053000942 	
CAN63 	-124277048.936 	-713970.675656 	-2204735.47275 	1570282.87809 	37.2444433231 	26.8505147495 	
CAN60 	-115466955.619 	-5475537.52 	-1831492.33768 	1639064.70339 	33.5218552211 	32.9895058593 	
CAN61 	-196929257.639 	12838427.2725 	-3792739.83857 	3549308.96132 	29.3697722245 	24.0997200879 	
CAN62 	-182081361.46 	1542883.83328 	-3645181.61899 	2653901.88044 	32.8478316578 	23.491844117 	
94912 	-324621767.094 	5058116.348 	-5337395.40964 	3959705.31781 	39.682594675 	28.4920364972 	
CAN59 	-112492240.933 	5774407.98152 	-2139606.4474 	1748281.54142 	32.8492455543 	24.1424406499 	
25004 	-320831074.187 	20947294.4962 	-5479344.97159 	4995720.41109 	33.877335884 	27.0642576114 	
15919 	-220289457.811 	1979161.93731 	-5199220.47069 	4233969.44642 	25.661798605 	20.5169428567 	
14996 	-352058457.065 	-934374.721303 	-6624700.86929 	4718142.81984 	35.1921430458 	25.2050522797 	
14688 	-376897200.751 	-28112733.4537 	-4498199.27437 	2272873.82948 	64.2314148863 	38.704962755 	
14645 	-269561342.264 	-16796461.2096 	-2983111.94137 	1761902.54803 	64.5273114306 	43.7420043903 	
CAN08 	-98201043.082 	11223179.8825 	-2366236.96354 	1841642.87146 	28.1441156039 	17.1615229661 	
94932 	-147093156.23 	23940532.8757 	-2921931.73706 	2826892.36595 	30.0969995063 	20.924665861 	
15806 	-144834242.405 	-19054440.5588 	-2387159.82455 	1934555.43405 	32.7168107875 	34.4957735153 	
CAN17 	-141055006.762 	-7476713.9245 	-2514240.13461 	1291662.70495 	43.1786702377 	25.1563050996 	
CAN67 	-69210389.5273 	1256247.50455 	-1307939.09168 	1090211.52999 	31.6951098503 	25.4584689077 	
94797 	-360714386.412 	-15999867.8195 	-5462421.42873 	4253058.5122 	39.692517789 	33.8337989634 	
CAN10 	-59854521.1033 	4781599.562 	-1260948.00175 	1043073.49264 	30.0452702261 	21.0617926776 	
94803 	-364090107.725 	1172886.97213 	-4403373.49136 	2934967.86059 	57.3733163134 	37.9745104046 	
CAN64 	-93234131.6899 	13428073.7911 	-2265254.84967 	1105799.19223 	35.5747127881 	11.4381897814 	
04797 	263742832.673 	-58579951.6002 	1780410.53288 	-1597825.55589 	98.4064472124 	55.4121551169 	
14899 	-355372679.514 	545364.268365 	-6617617.89071 	5740044.75373 	30.6857041341 	26.5340117337 	
14999 	-352133569.946 	-18520826.569 	-5134873.70728 	4236144.51829 	39.0348084196 	35.809627804 	
CAN68 	-136628711.008 	-11901967.3269 	-3174525.68498 	1795757.20946 	30.9988899026 	21.284580457 	
CAN15 	-183807398.714 	-18679791.8114 	-1623058.02392 	1036933.29194 	75.2006377196 	59.552915061 	
94805 	-384352947.758 	-8432509.05044 	-6066930.84526 	3328210.67898 	48.1109969739 	27.7827532989 	
CANA1 	-238623271.91 	-7193557.32075 	-1602676.29358 	1041162.96846 	102.652098452 	71.1753966285 	
94857 	-184735671.568 	-5300900.78921 	-2279196.74658 	1100717.43596 	64.813241088 	33.6267439179 	
04704 	-364201242.387 	-19705159.4097 	-5688335.31311 	2836487.29591 	49.89269098 	28.3431152804 	
CAN65 	-92185407.7137 	6963022.81458 	-1834550.2586 	1522157.90399 	31.6262806374 	22.4453759379 	
04705 	-376610565.17 	-19575095.285 	-4907233.90765 	4085287.68557 	43.3682532234 	40.0932357873 	
CAN14 	-381287584.518 	-44649527.4468 	-5630745.99119 	4508148.36181 	37.3956444542 	37.8696963183 	
04772 	-380737352.778 	-45257302.9813 	-5630745.99119 	4508148.36181 	37.2834341316 	37.8877960074 	
CAN70 	13326387.8745 	-149994325.915 	-2111666.22577 	-2866489.74685 	31.6992392239 	28.0010074392 	
CAN99 	-12631613.8178 	-65306858.928 	-1005624.72493 	-1091516.05752 	38.128928582 	23.5560249639 	
94842 	-312239972.421 	11475348.8404 	-4743358.13821 	3226111.12044 	46.1323038019 	28.9568245669 	
94858 	-113327688.738 	-4230002.10803 	-1724331.51564 	893758.809874 	50.8026523902 	28.7852537615 	
15909 	-348591995.435 	-33430977.9558 	-6415435.30178 	4502261.64576 	33.9559909127 	29.0408561106 	
CAN16 	79336266.3918 	-240765588.681 	-241189.437412 	-922594.650088 	223.2289579 	144.350211817 	
CAN71 	-117558769.407 	-9815886.47155 	-2425216.89383 	1200121.80582 	37.3294726912 	22.519965446 	
94828 	323834561.776 	-175129086.94 	2243013.77059 	-6736344.09614 	37.812264442 	35.4823222395 	
94804 	-360434532.765 	43821698.6432 	-6947091.08372 	5783700.16294 	33.7451109348 	21.7860832893 	
94831 	-336368471.561 	83719382.1945 	-5026093.83458 	7025614.86126 	30.5383631573 	26.030432409 	
CAN72 	-52080577.6074 	-2660519.27131 	-856448.364757 	487931.513001 	44.572893036 	28.5003035952 	
CANA2 	103819377.754 	-319425762.362 	-574465.211701 	-1338054.66858 	173.442940929 	152.053812381 	
04795 	-393974999.572 	-19642989.6872 	-6365068.16404 	3585551.16016 	45.6667502219 	28.8109183122 	
94791 	-394858453.313 	-19137829.201 	-6365068.16404 	3585551.16016 	45.8060510361 	28.8100243249 	
04714 	-379883183.646 	-20074467.3967 	-6100784.47858 	3465415.0445 	45.6648320285 	29.2293661477 	
04715 	-390913332.655 	-33329739.8798 	-6082462.60017 	3514266.42418 	45.8105400545 	31.9476165232 	
CAN66 	-156642905.843 	7915841.58077 	-3792187.99717 	2625441.59084 	28.8997143505 	17.9207018452 	
94809 	-387181536.52 	-8736985.13101 	-5015307.89889 	2424321.40115 	61.8953682364 	31.6613165492 	
94810 	-404398366.146 	3958983.17356 	-5728828.79517 	3750957.76574 	49.7253268796 	31.866656234 	
94795 	-356220430.464 	-71748464.3524 	-6209973.97809 	3636789.4076 	37.6749376498 	33.6175770246 	
14627 	-261019696.016 	-65978179.616 	-4045174.72545 	1153760.02118 	55.3698444698 	32.1028636235 	
CAN74 	-65904373.49 	-9217759.46634 	-1099424.8912 	764452.995207 	36.4784499203 	33.7483897858 	
CAN75 	-59378271.2275 	-8189164.79987 	-1125459.43402 	678424.289088 	35.4806025101 	28.6639094747 	
CAN73 	-196812643.003 	-9992620.83678 	-4090892.92145 	706902.851388 	46.3052068305 	10.4441510447 	
CAN13 	-97298179.3409 	-9406545.60974 	-478306.699364 	168177.257389 	174.886207795 	81.1580277747 	
15701 	-282917896.512 	51983221.6094 	-2644374.44068 	2595751.7517 	64.314276549 	43.473674769 	
15605 	-269778000.521 	-66882694.9567 	-4588376.80102 	1960528.28747 	44.4520768124 	33.5700958452 	
CANA8 	-36161430.3895 	-5530601.70093 	-724927.045097 	464082.534442 	31.917943487 	28.0623573726 	
73715 	-175208845.675 	31908402.8354 	-2448041.19244 	2715893.09167 	38.5652641482 	29.7506152544 	
CAN07 	-126378343.042 	-43747171.0197 	-2118079.22248 	1533519.00643 	29.3351828693 	41.8932543055 	
14639 	-349981585.531 	-88445716.722 	-3440765.79799 	1959553.00862 	65.7509527949 	63.1511142716 	
94792 	-378922988.712 	-57636109.7795 	-5199163.61113 	3735140.70634 	42.8182829175 	41.8468118246 	
04770 	-378588949.348 	-58464612.7394 	-5199163.61113 	3735140.70634 	42.7003962293 	41.921473755 	
75290 	-213853997.013 	-31456574.108 	-3746847.4188 	2287078.25522 	37.8489918312 	31.4985285269 	
15703 	-163315245.621 	-33128243.15 	-2364598.38169 	1569908.66751 	41.4807833821 	41.5500937821 	
04708 	-367244972.961 	-71479456.171 	-6013371.60517 	3331757.76105 	41.6880287705 	34.9843454526 	
CAN12 	-94372354.2641 	-21498650.3924 	-1047522.19275 	590352.044383 	59.5962607601 	54.1099989688 	
04752 	-322725124.162 	-57584664.8526 	-4922031.87651 	2771725.57755 	44.7792380849 	36.9157349961 	
15619 	-182738539.76 	-50776110.7585 	-2798976.89931 	1695845.0885 	39.7167217027 	42.2045348852 	
77912 	-335951854.655 	-97162436.1905 	-5139019.43644 	2099663.50114 	49.4013036191 	39.0908329483 	
04785 	-227541363.795 	-43071024.7839 	-4808374.48609 	2181419.60029 	35.8745319949 	25.2327335111 	
04712 	-371321491.797 	-58662408.2015 	-5922169.72131 	3634471.30294 	41.130102613 	35.1473523439 	
04790 	-177129129.189 	-25262089.6756 	-3055230.75111 	1865470.1777 	38.5538262097 	31.8087603271 	
04730 	-350450167.288 	-28253026.3502 	-6208135.06039 	4397243.508 	35.4444334024 	29.656382993 	
25030 	-252438307.413 	92747199.4288 	-4311459.21224 	5353453.49241 	33.5440743816 	20.1392239714 	
CANA3 	-10325625.8044 	-92824603.1336 	-1011959.71747 	-199822.338652 	27.2535526616 	86.346060022 	
24092 	-356354416.73 	35033336.6956 	-7472585.03956 	6074263.47109 	31.0093607457 	20.5184269877 	
CAN57 	-124026781.716 	10918211.7712 	-2839540.98869 	2452049.79994 	26.9226683859 	19.4036684372 	
CAN54 	-125628568.798 	26255813.6197 	-2646724.97789 	2621515.06204 	28.9197943322 	18.7242207737 	
CAN55 	-169095687.267 	23511018.6996 	-3183459.99107 	3139422.37844 	30.620731338 	22.8117804876 	
25018 	-329261826.409 	47291436.6994 	-6805763.90462 	5219049.68805 	33.820002537 	18.9863825431 	
25012 	-323173837.72 	62193686.2814 	-6160573.71338 	5942833.26642 	32.2170742258 	20.9829506453 	
25013 	-323832026.636 	47313217.1303 	-7415927.4075 	6189949.9942 	28.8751375534 	17.7216460167 	
25005 	-345362015.63 	44181386.3961 	-7400031.4034 	6216216.10566 	30.302741289 	19.4846473198 	
25015 	-330818793.639 	54218997.0884 	-7037520.06223 	5828792.42076 	31.6661960443 	18.5230997931 	
CAN56 	-99555418.7481 	-11355049.1246 	-2177772.13368 	2255994.72325 	19.4454969056 	25.3580191796 	
25028 	-335071843.245 	-27257625.1994 	-6712484.54552 	4450950.13716 	32.8024437994 	25.8115554311 	
CAN02 	-104093420.25 	-7004717.50526 	-2068376.49453 	1459829.39501 	31.9971337233 	25.9696791241 	
25029 	-152080743.644 	18204247.3602 	-2614911.48384 	2168113.89015 	37.8859752787 	24.4508704324 	
25017 	-339808989.99 	30334633.5216 	-6901539.90486 	5026064.472 	34.2650682199 	20.5582827087 	
CAN76 	-96343712.0681 	-1204786.49084 	-1386566.93819 	1216899.58178 	38.8201262675 	34.9387978152 	
14683 	-165582616.521 	-3063009.33437 	-2499935.13747 	1892466.82601 	41.5160961447 	32.6531848007 	
14670 	-380176625.004 	-5155004.24477 	-6819696.29597 	5590557.4756 	32.9704779478 	27.7839874368 	
14631 	-354874515.188 	-11909811.1195 	-5863061.09946 	4024911.74413 	40.191773597 	29.6224360861 	
14625 	-378414859.029 	-17953611.1369 	-6311209.38235 	4215340.46416 	40.1485484923 	29.6604661378 	
14643 	-384164107.638 	-10188104.4254 	-5848523.44376 	3323032.27623 	48.9071039492 	29.5301867294 	
CAN78 	-63100986.8656 	481769.028502 	-957137.450346 	906141.645694 	35.0176728337 	32.6486051194 	
27202 	-164676691.136 	36201647.3286 	-1132488.39805 	1078995.11818 	92.185503529 	55.8646437833 	
CAN32 	-98827946.8805 	-32391449.1844 	-1551322.62794 	789178.495743 	42.170463257 	42.3325688413 	
CAN33 	-48173716.4972 	-11685942.0946 	-891662.698213 	518259.226763 	34.6901570021 	33.2686744643 	
CAN35 	-203832349.832 	-21720528.3446 	-4272498.44309 	4779610.28713 	18.6636968639 	25.9627305542 	
CAN34 	-33859917.1462 	-3541911.31653 	-720272.927822 	586517.450382 	25.8589443774 	25.974367104 	
26102 	-273094720.926 	-1726323.40408 	-6428636.9734 	4736644.13673 	27.4053158395 	20.4608772489 	
CAN36 	-265687147.639 	16032574.5231 	-4566370.49645 	3503157.27749 	38.3225550841 	25.8886928478 	
22258 	27195002.201 	-176434570.389 	-1537557.32177 	-4241812.5157 	34.7097584418 	18.9926464529 	
26202 	-208819627.262 	53999061.8955 	-3339293.3086 	4906397.00108 	27.3183464996 	23.9678231435 	
CAN41 	-18648339.6024 	4304123.20026 	-161262.539333 	142560.65778 	78.1554897934 	42.4015078894 	
26110 	-252504061.499 	9397297.61947 	-4059244.14968 	3753314.92864 	34.6884456096 	29.7590779672 	
24288 	-357018175.688 	-31328530.0788 	-7152562.66595 	3425048.88644 	38.8978971044 	23.0065414211 	
CAN26 	-75441664.3148 	-7987258.71492 	-1843890.26505 	1122271.41397 	27.9309773258 	21.3317445607 	
25342 	-222111935.08 	14156211.3726 	-1375025.46679 	306694.193436 	156.065097397 	24.5144898122 	
94110 	58592670.5839 	-340795826.315 	-3790059.22288 	-4383972.77061 	37.8745470374 	46.1087368632 	
24292 	-353038125.924 	-15306811.7651 	-4937297.16228 	3068115.32546 	50.1947109159 	34.2920363143 	
94157 	-235703806.381 	-48396080.7647 	-4647880.78399 	4808053.27976 	19.2940280992 	30.3714321445 	
25218 	-281953915.344 	-23476039.2133 	-6913608.80586 	5266643.20471 	24.1698106167 	21.8076857239 	
25231 	-301814938.913 	-35046141.7463 	-5410376.09883 	4208960.74597 	31.6131707728 	31.0708042313 	
25220 	-213475539.052 	-272535676.538 	-8605101.4511 	-774346.046453 	27.4358660431 	29.2025403262 	
CAN22 	-45993305.6182 	-6465205.00447 	-1287741.05692 	571041.725262 	27.986558466 	17.4310646651 	
CAN25 	-104477524.405 	-21451065.6272 	-3045256.31 	1368022.34419 	25.9141731848 	18.6855317855 	
CAN21 	-111557576.771 	-11489876.9097 	-2127944.86782 	1640283.77823 	30.2744694563 	28.7359879375 	
CAN20 	-94438203.7802 	-5801479.81687 	-2185613.62936 	783354.654217 	37.4471537705 	16.0759804652 	
CAN97 	14399348.8175 	-86377887.3508 	-430222.25305 	-834239.234955 	74.7575958893 	55.8134024422 	
94116 	-351908363.701 	-48103657.0102 	-7965479.08461 	4254389.72939 	31.8639948447 	23.057685227 	
25223 	-346337440.644 	-54832.1323915 	-3988963.94562 	2172512.36433 	66.9558123894 	36.4799392513 	
25206 	-321125243.082 	-26371686.9664 	-7131097.7104 	4707171.76246 	29.6649611788 	23.279691473 	
25353 	-13894247.0179 	-260206004.604 	-1465097.36765 	-2852782.11233 	74.1542683128 	33.2128331419 	
CAN23 	-106455922.373 	-12832618.1623 	-2891261.42186 	1857941.73379 	24.040425756 	19.8869351756 	
25224 	-327287069.374 	-27746112.6941 	-8009562.30704 	5305817.01936 	26.8047906942 	21.2205637267 	
25346 	-318711894.212 	24837853.1832 	-2683390.14204 	1218687.45499 	101.947983368 	37.0445108418 	
25225 	-314925037.622 	-990548.540295 	-6568626.86966 	5309462.82419 	28.9240986322 	23.5303325973 	
CAN27 	-82737449.6909 	-1304663.89385 	-2081789.87137 	1637581.16704 	24.2470214484 	19.6999371256 	
CAN09 	-178911641.964 	123347.569624 	-1511224.38562 	722069.821366 	96.4160299635 	45.9863926391 	
94152 	-351233576.735 	-47694450.5982 	-7965479.08461 	4254389.72939 	31.8194315544 	22.9825113409 	
25229 	219660842.689 	210566895.207 	5404167.98222 	356818.007464 	43.0316058597 	36.1225713169 	
94234 	-310611145.015 	-8758890.32867 	-3094544.20329 	1258804.13067 	85.1350172493 	37.4618018328 	
24287 	-355849850.935 	-25723245.6325 	-4698141.93564 	2674708.26158 	54.8483512929 	36.7010163447 	
94238 	-355849850.935 	-25723245.6325 	-4698141.93564 	2674708.26158 	54.8483512929 	36.7010163447 	
CAN18 	-102389528.227 	-7281802.52601 	-1108284.56941 	454100.4813 	76.80022004 	38.0379016128 	
24297 	-360229426.012 	-24919006.4562 	-6223931.55542 	2306848.45002 	49.5827226847 	22.3811640903 	
CAN19 	-94983170.9144 	-6558816.48377 	-1120258.90166 	489476.23747 	69.0469937704 	36.0235291533 	
25247 	-283347628.947 	-26295969.7587 	-5935618.864 	4179040.72037 	29.8305946521 	25.4327717095 	
